u1,u2,u3,delta_ept,duracion_hdm,awt_improvement,ept_increase,combined_improvement,hdm_activation_rate,cluster
9,2,7,8.0,13,0.07710518605332552,0.42421916202754173,-0.34711397597421617,0.05299144447699971,Global
